participant_id,session_label,session_start_utc,random_seed,mapping_version,presentation_index,sequence_index,total_planned_trials,condition_index,repetition,attempt_number,trial_start_utc,trial_start_unity_s,trial_end_unity_s,response_time_s,eye_presentation,angular_diameter_deg,aperture_edge_softness_deg,circular_aperture_enabled,grid_line_spacing_deg,grid_line_spacing_uv,visual_space_l,content_zoom,oomes_endpoint_equivalent,response,valid_for_analysis,fixation_sample_valid,fixation_inside_tolerance,fixation_angle_deg,continuous_fixation_s,fixation_valid_sample_fraction,longest_off_target_s,longest_invalid_gaze_s,status
pilot_ys,checkerboard_pilot,2026-09-04T13:44:29.8423659Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,95,95,105,4,11,1,2026-09-04T13:47:25.5806542Z,180.97520180623633,182.03387360623674,1.0586718000004112,BothEyes,60,3.23000002,1,10,0.305407286,0.600000024,1,0.79999995231628418,Concave,1,1,1,1.96901143,1.04726994,1,0,0,valid
pilot_ys,checkerboard_pilot,2026-09-04T13:44:29.8423659Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,96,96,105,5,13,1,2026-09-04T13:47:27.4712343Z,182.86626070623606,183.81104110623619,0.94478040000012697,BothEyes,60,3.23000002,1,10,0.305407286,0.5,1,1,Concave,1,1,1,2.01761198,0.933058202,1,0,0,valid
pilot_ys,checkerboard_pilot,2026-09-04T13:44:29.8423659Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,97,97,105,6,3,1,2026-09-04T13:47:29.2504038Z,184.64469530623683,185.43370940623663,0.78901409999980388,BothEyes,60,3.23000002,1,10,0.305407286,0.400000006,1,1.199999988079071,Concave,1,1,1,1.51025414,0.778171062,1,0,0,valid
pilot_ys,checkerboard_pilot,2026-09-04T13:44:29.8423659Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,98,98,105,4,1,1,2026-09-04T13:47:30.8709429Z,186.26580320623634,187.01158610623679,0.74578290000044944,BothEyes,60,3.23000002,1,10,0.305407286,0.600000024,1,0.79999995231628418,Concave,1,1,1,1.49802446,0.73461175,1,0,0,valid
pilot_ys,checkerboard_pilot,2026-09-04T13:44:29.8423659Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,99,99,105,2,15,1,2026-09-04T13:47:32.4493929Z,187.84382260623624,188.51154700623647,0.6677244000002247,BothEyes,60,3.23000002,1,10,0.305407286,1,1,0,Convex,1,1,1,1.67783105,0.655976653,1,0,0,valid
pilot_ys,checkerboard_pilot,2026-09-04T13:44:29.8423659Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,100,100,105,4,6,1,2026-09-04T13:47:33.9383689Z,189.33339730623629,190.00023750623677,0.66684020000047894,BothEyes,60,3.23000002,1,10,0.305407286,0.600000024,1,0.79999995231628418,Concave,1,1,1,1.83536386,0.655407012,1,0,0,valid
pilot_ys,checkerboard_pilot,2026-09-04T13:44:29.8423659Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,101,101,105,1,9,1,2026-09-04T13:47:35.4391772Z,190.83335800623627,191.48717430623674,0.65381630000047153,BothEyes,60,3.23000002,1,10,0.305407286,1.20000005,1,-0.40000009536743164,Convex,1,1,1,1.58547902,0.642748415,1,0,0,valid
pilot_ys,checkerboard_pilot,2026-09-04T13:44:29.8423659Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,102,102,105,5,6,1,2026-09-04T13:47:36.9158528Z,192.31089260623685,192.95585130623658,0.64495869999973365,BothEyes,60,3.23000002,1,10,0.305407286,0.5,1,1,Concave,1,1,1,1.79787397,0.633629382,1,0,0,valid
pilot_ys,checkerboard_pilot,2026-09-04T13:44:29.8423659Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,103,103,105,2,11,1,2026-09-04T13:47:38.3941581Z,193.7884380062369,194.56706450623642,0.77862649999951827,BothEyes,60,3.23000002,1,10,0.305407286,1,1,0,Convex,1,1,1,1.93502331,0.767631531,1,0,0,valid
pilot_ys,checkerboard_pilot,2026-09-04T13:44:29.8423659Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,104,104,105,3,10,1,2026-09-04T13:47:40.0062231Z,195.40054410623634,195.95565860623628,0.55511449999994511,BothEyes,60,3.23000002,1,10,0.305407286,0.800000012,1,0.39999997615814209,Concave,1,1,1,1.54344964,0.544096589,1,0,0,valid
pilot_ys,checkerboard_pilot,2026-09-04T13:44:29.8423659Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,105,105,105,3,2,1,2026-09-04T13:47:41.3921804Z,196.78662390623685,197.52222500623611,0.73560109999925771,BothEyes,60,3.23000002,1,10,0.305407286,0.800000012,1,0.39999997615814209,Concave,1,1,1,1.76347423,0.723533094,1,0,0,valid
pilot_ys,checkerboard_pilot,2026-09-04T13:44:29.8423659Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,106,15,105,4,14,2,2026-09-04T13:47:42.9609880Z,198.35541990623642,198.9674141062369,0.61199420000048121,BothEyes,60,3.23000002,1,10,0.305407286,0.600000024,1,0.79999995231628418,Concave,1,1,1,1.38310087,0.600770712,1,0,0,valid
pilot_ys,checkerboard_pilot,2026-09-04T13:44:29.8423659Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,107,34,105,3,1,2,2026-09-04T13:47:44.4055074Z,199.79969090623672,200.44492100623665,0.64523009999993519,BothEyes,60,3.23000002,1,10,0.305407286,0.800000012,1,0.39999997615814209,Concave,1,1,1,1.57731164,0.633506656,1,0,0,valid
