participant_id,n_trials,pse_visual_space_l,pse_minus_straight_l1,jnd_l,beta,log_likelihood
pilot_ys,105,0.872073948646553,-0.127926051353447,0.0570898582900013,11.8145327419411,-11.1912504868601
