participant_id,session_label,session_start_utc,random_seed,mapping_version,presentation_index,sequence_index,total_planned_trials,condition_index,repetition,attempt_number,trial_start_utc,trial_start_unity_s,stimulus_end_unity_s,response_window_start_unity_s,trial_end_unity_s,stimulus_duration_s,noise_mask_duration_s,response_time_s,eye_presentation,angular_diameter_deg,aperture_edge_softness_deg,circular_aperture_enabled,grid_line_spacing_deg,grid_line_spacing_uv,visual_space_l,content_zoom,oomes_endpoint_equivalent,response,valid_for_analysis,fixation_sample_valid,fixation_inside_tolerance,fixation_angle_deg,continuous_fixation_s,fixation_valid_sample_fraction,longest_off_target_s,longest_invalid_gaze_s,status
pilot_td,checkerboard_pilot,2026-09-20T19:26:52.0312058Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,1,1,15,1,11,1,2026-09-20T19:26:53.5649484Z,9.6714448017573886,0.00078590685961898998,0.00078590685961898998,0.00078590685961898998,0,0,0,BothEyes,70,10,1,9,0.226196423,1,1,0,None,0,0,0,NaN,0,0,0,0,aborted:ControllerDisabled
