participant_id,session_label,session_start_utc,random_seed,mapping_version,presentation_index,sequence_index,total_planned_trials,condition_index,repetition,attempt_number,trial_start_utc,trial_start_unity_s,stimulus_end_unity_s,response_window_start_unity_s,trial_end_unity_s,stimulus_duration_s,noise_mask_duration_s,response_time_s,eye_presentation,angular_diameter_deg,aperture_edge_softness_deg,circular_aperture_enabled,grid_line_spacing_deg,grid_line_spacing_uv,visual_space_l,content_zoom,oomes_endpoint_equivalent,response,valid_for_analysis,fixation_sample_valid,fixation_inside_tolerance,fixation_angle_deg,continuous_fixation_s,fixation_valid_sample_fraction,longest_off_target_s,longest_invalid_gaze_s,status
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,69,69,105,2,7,1,2026-09-18T16:35:23.0304721Z,207.74332350385481,208.3440092038548,208.34401490385488,209.07447370385484,0.60068569999998545,0.73045879999995122,0.73045879999995122,BothEyes,70,3,1,8,0.200713113,1,1,0,Convex,1,1,1,2.41848493,1.32298505,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,70,70,105,6,1,1,2026-09-18T16:35:25.1859859Z,209.89960450385485,210.51099330385483,210.5110010038548,211.33358770385479,0.61138879999998608,0.82258669999998801,0.82258669999998801,BothEyes,70,3,1,8,0.200713113,0.400000006,1,1.199999988079071,Concave,1,1,1,2.06089568,1.41176057,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,71,71,105,1,12,1,2026-09-18T16:35:27.4495609Z,212.16315380385487,212.77382220385488,212.77382780385489,213.71947250385489,0.61066840000000866,0.94564470000000256,0.94564470000000256,BothEyes,70,3,1,8,0.200713113,1.20000005,1,-0.40000009536743164,Convex,1,1,1,2.25854111,1.54550314,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,72,72,105,7,9,1,2026-09-18T16:35:29.8384519Z,214.55173110385482,215.15205970385483,215.15206570385482,216.0217968038549,0.60032860000001165,0.86973110000008091,0.86973110000008091,BothEyes,70,3,1,8,0.200713113,0.200000003,1,1.5999999940395355,Concave,1,1,1,2.08215308,1.45901299,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,73,73,105,1,13,1,2026-09-18T16:35:32.1277344Z,216.84083960385482,217.44130850385483,217.44131550385481,218.1079298038548,0.60046890000000985,0.666614299999992,0.666614299999992,BothEyes,70,3,1,8,0.200713113,1.20000005,1,-0.40000009536743164,Convex,1,1,1,2.52235508,1.25628865,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,74,74,105,5,14,1,2026-09-18T16:35:34.2275852Z,218.94048150385487,219.5408378038548,219.54084400385483,220.35540660385487,0.60035629999993034,0.81456260000004477,0.81456260000004477,BothEyes,70,3,1,8,0.200713113,0.5,1,1,Concave,1,1,1,2.48080778,1.40096676,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,75,75,105,6,8,1,2026-09-18T16:35:36.4720389Z,221.18478710385483,221.78489370385483,221.78489940385481,222.73059250385489,0.60010660000000371,0.945693100000085,0.945693100000085,BothEyes,70,3,1,8,0.200713113,0.400000006,1,1.199999988079071,Concave,1,1,1,2.28952575,1.5349375,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,76,76,105,1,2,1,2026-09-18T16:35:38.8502957Z,223.56334100385487,224.1634862038548,224.16349260385488,224.95290940385479,0.60014519999992899,0.78941679999991266,0.78941679999991266,BothEyes,70,3,1,8,0.200713113,1.20000005,1,-0.40000009536743164,Convex,1,1,1,2.31646633,1.37900329,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,77,77,105,6,10,1,2026-09-18T16:35:41.0724051Z,225.78521000385484,226.39588910385481,226.39589540385481,227.05534300385483,0.61067909999997028,0.65944760000002134,0.65944760000002134,BothEyes,70,3,1,8,0.200713113,0.400000006,1,1.199999988079071,Concave,1,1,1,2.38351297,1.25597095,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,78,78,105,2,2,1,2026-09-18T16:35:43.1617547Z,227.87464990385484,228.4766639038549,228.47667020385489,229.49707360385486,0.60201400000005378,1.0204033999999638,1.0204033999999638,BothEyes,70,3,1,8,0.200713113,1,1,0,Convex,1,1,1,2.42567682,1.61167073,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,79,79,105,7,1,1,2026-09-18T16:35:45.6086641Z,230.3215501038548,230.92955140385487,230.9295579038548,231.17418920385484,0.60800130000006902,0.2446313000000373,0.2446313000000373,BothEyes,70,3,1,8,0.200713113,0.200000003,1,1.5999999940395355,None,0,1,0,3.23367715,0,1,0.155377895,0,invalid_fixation:off_target
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,80,80,105,5,7,1,2026-09-18T16:35:47.2944350Z,232.00758480385485,232.60809240385487,232.60810060385489,234.8555627038549,0.60050760000001446,2.247462100000007,2.247462100000007,BothEyes,70,3,1,8,0.200713113,0.5,1,1,Concave,1,1,1,2.04937267,2.83414817,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,81,81,105,5,2,1,2026-09-18T16:35:50.9621207Z,235.67503010385479,236.28487720385482,236.28488310385484,237.01071860385485,0.60984710000002451,0.72583550000001651,0.72583550000001651,BothEyes,70,3,1,8,0.200713113,0.5,1,1,None,0,1,0,3.01324391,0,0.969924808,0.1554441,0.0446367003,invalid_fixation:off_target
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,82,82,105,7,13,1,2026-09-18T16:35:53.1269721Z,237.8406140038548,238.44150290385488,238.4415088038549,239.34429330385484,0.60088890000008632,0.90278449999993882,0.90278449999993882,BothEyes,70,3,1,8,0.200713113,0.200000003,1,1.5999999940395355,Concave,1,1,1,2.0261302,1.49244034,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,83,83,105,5,5,1,2026-09-18T16:35:55.4504767Z,240.16360220385485,240.77718900385486,240.7771955038549,241.61921230385479,0.61358680000000732,0.84201679999989665,0.84201679999989665,BothEyes,70,3,1,8,0.200713113,0.5,1,1,Concave,1,1,1,2.31553674,1.44490886,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,84,84,105,6,14,1,2026-09-18T16:35:57.7393770Z,242.45239520385479,243.06310990385481,243.06311600385487,243.87570000385489,0.61071470000001682,0.81258400000001529,0.81258400000001529,BothEyes,70,3,1,8,0.200713113,0.400000006,1,1.199999988079071,Concave,1,1,1,2.06127524,1.40975428,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,85,85,105,4,10,1,2026-09-18T16:35:59.9949922Z,244.70778800385489,245.31053000385481,245.3105357038549,246.24405300385484,0.60274199999992106,0.93351729999994859,0.93351729999994859,BothEyes,70,3,1,8,0.200713113,0.600000024,1,0.79999995231628418,Concave,1,1,1,2.13340807,1.52501988,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,86,86,105,6,13,1,2026-09-18T16:36:02.3499534Z,247.0627764038548,247.66314040385481,247.66314600385482,248.45287610385486,0.60036400000001322,0.78973010000004251,0.78973010000004251,BothEyes,70,3,1,8,0.200713113,0.400000006,1,1.199999988079071,Concave,1,1,1,2.18112922,1.37906563,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,87,87,105,7,11,1,2026-09-18T16:36:04.5719508Z,249.2849292038548,249.88557490385489,249.88558180385479,250.76383000385482,0.60064570000008644,0.87824820000003001,0.87824820000003001,BothEyes,70,3,1,8,0.200713113,0.200000003,1,1.5999999940395355,Concave,1,1,1,2.28096104,1.46750402,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,88,88,105,6,12,1,2026-09-18T16:36:06.8835772Z,251.59664000385482,252.1967460038548,252.19675210385486,252.5189694038549,0.60010599999998249,0.3222173000000339,0.3222173000000339,BothEyes,70,3,1,8,0.200713113,0.400000006,1,1.199999988079071,None,0,1,0,3.03615499,0,1,0.157892212,0,invalid_fixation:off_target
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,89,89,105,3,3,1,2026-09-18T16:36:08.6278398Z,253.34102640385487,253.94112870385487,253.94113600385487,254.73055000385483,0.6001023000000032,0.7894139999999652,0.7894139999999652,BothEyes,70,3,1,8,0.200713113,0.800000012,1,0.39999997615814209,Concave,1,1,1,2.65866423,1.37868488,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,90,90,105,1,8,1,2026-09-18T16:36:10.8420772Z,255.5552018038548,256.16355160385484,256.16356090385483,256.55234770385488,0.6083498000000418,0.38878680000004806,0.38878680000004806,BothEyes,70,3,1,8,0.200713113,1.20000005,1,-0.40000009536743164,None,0,1,0,3.04240298,0,1,0.156014889,0,invalid_fixation:off_target
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,91,91,105,4,15,1,2026-09-18T16:36:12.6611182Z,257.3742725038548,257.98575070385488,257.98576500385485,259.18676000385489,0.61147820000007869,1.2009950000000345,1.2009950000000345,BothEyes,70,3,1,8,0.200713113,0.600000024,1,0.79999995231628418,Concave,1,1,1,2.12430668,1.80131662,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,92,92,105,6,15,1,2026-09-18T16:36:15.2955161Z,260.00841550385479,260.61952990385481,260.61953640385485,261.38600720385483,0.61111440000001949,0.76647079999997914,0.76647079999997914,BothEyes,70,3,1,8,0.200713113,0.400000006,1,1.199999988079071,Concave,1,1,1,2.28293371,1.36703694,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,93,93,105,3,15,1,2026-09-18T16:36:17.4944998Z,262.20813830385481,262.80834230385489,262.80835530385485,263.5856944038548,0.60020400000007612,0.77733909999994921,0.77733909999994921,BothEyes,70,3,1,8,0.200713113,0.800000012,1,0.39999997615814209,Convex,1,1,1,2.24611473,1.3665961,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,94,94,105,4,7,1,2026-09-18T16:36:19.7041766Z,264.41706320385487,265.01855770385481,265.01856320385485,265.83360680385482,0.60149449999994431,0.81504359999996723,0.81504359999996723,BothEyes,70,3,1,8,0.200713113,0.600000024,1,0.79999995231628418,Concave,1,1,1,2.16762757,1.40539658,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,95,95,105,4,11,1,2026-09-18T16:36:21.9504568Z,266.6634475038548,267.26622390385484,267.26623040385488,268.17804130385485,0.60277640000003885,0.91181089999997766,0.91181089999997766,BothEyes,70,3,1,8,0.200713113,0.600000024,1,0.79999995231628418,Concave,1,1,1,2.55320644,1.50380313,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,96,96,105,5,13,1,2026-09-18T16:36:24.2952518Z,269.00800580385481,269.6084076038548,269.6084172038548,270.38915050385486,0.600401799999986,0.78073330000006536,0.78073330000006536,BothEyes,70,3,1,8,0.200713113,0.5,1,1,Concave,1,1,1,2.4476862,1.3704021,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,97,97,105,6,3,1,2026-09-18T16:36:26.4946210Z,271.20774070385488,271.80819490385483,271.80820380385484,272.59766860385486,0.60045419999994465,0.78946480000001884,0.78946480000001884,BothEyes,70,3,1,8,0.200713113,0.400000006,1,1.199999988079071,Concave,1,1,1,2.57192039,1.37891817,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,98,98,105,4,1,1,2026-09-18T16:36:28.7166026Z,273.4294676038549,274.04013450385486,274.04014060385481,274.82997270385482,0.6106668999999556,0.78983210000001236,0.78983210000001236,BothEyes,70,3,1,8,0.200713113,0.600000024,1,0.79999995231628418,Concave,1,1,1,2.50811434,1.38901734,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,99,99,105,2,15,1,2026-09-18T16:36:30.9423113Z,275.65552160385488,276.26621720385486,276.26622640385489,276.86407440385489,0.61069559999998546,0.59784799999999905,0.59784799999999905,BothEyes,70,3,1,8,0.200713113,1,1,0,Convex,1,1,1,2.86996722,1.18629515,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,100,100,105,4,6,1,2026-09-18T16:36:32.9866201Z,277.70007910385488,278.3214846038548,278.32149090385479,278.98691380385486,0.62140549999992345,0.66542290000006687,0.66542290000006687,BothEyes,70,3,1,8,0.200713113,0.600000024,1,0.79999995231628418,Concave,1,1,1,2.74730325,0.042865403,1,0.102981597,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,101,101,105,1,9,1,2026-09-18T16:36:35.1055985Z,279.81928050385483,280.43045090385482,280.4304586038549,280.97859790385479,0.61117039999999179,0.54813929999988886,0.54813929999988886,BothEyes,70,3,1,8,0.200713113,1.20000005,1,-0.40000009536743164,Convex,1,1,1,2.78733921,1.1483773,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,102,102,105,5,6,1,2026-09-18T16:36:37.0945127Z,281.80772270385484,282.40807370385488,282.4080806038549,283.09739250385479,0.60035100000004604,0.68931189999989328,0.68931189999989328,BothEyes,70,3,1,8,0.200713113,0.5,1,1,Concave,1,1,1,2.57298541,1.27853167,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,103,103,105,2,11,1,2026-09-18T16:36:39.2257050Z,283.93855160385482,284.37724510385482,284.37724510385482,284.37724510385482,0.4386934999999994,0,0,BothEyes,70,3,1,8,0.200713113,1,1,0,None,0,1,0,3.06822443,0,1,0.155790016,0,invalid_fixation:off_target
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,104,104,105,3,10,1,2026-09-18T16:36:40.4943711Z,285.20764360385482,285.81098680385486,285.8109926038548,287.26533870385487,0.60334320000004027,1.4543461000000661,1.4543461000000661,BothEyes,70,3,1,8,0.200713113,0.800000012,1,0.39999997615814209,Concave,1,1,1,1.7649163,2.04689336,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,105,105,105,3,2,1,2026-09-18T16:36:43.3828606Z,288.09634700385487,288.69729310385486,288.6973006038549,289.26381680385481,0.60094609999998738,0.56651619999990999,0.56651619999990999,BothEyes,70,3,1,8,0.200713113,0.800000012,1,0.39999997615814209,Concave,1,1,1,2.30944276,1.15628672,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,106,68,105,7,15,2,2026-09-18T16:36:45.3844814Z,290.09733120385482,290.7082303038548,290.70823600385489,291.26769700385483,0.61089909999998326,0.55946099999994203,0.55946099999994203,BothEyes,70,3,1,8,0.200713113,0.200000003,1,1.5999999940395355,Concave,1,1,1,2.3965342,1.15978515,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,107,79,105,7,1,2,2026-09-18T16:36:47.3843117Z,292.09704900385481,292.70755520385484,292.70756090385481,293.15188860385484,0.61050620000003164,0.44432770000003075,0.44432770000003075,BothEyes,70,3,1,8,0.200713113,0.200000003,1,1.5999999940395355,Concave,1,1,1,2.40607047,1.04406631,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,108,81,105,5,2,2,2026-09-18T16:36:49.2613455Z,293.97446780385479,294.58577290385489,294.58577890385487,295.3117543038548,0.61130510000009508,0.72597539999992478,0.72597539999992478,BothEyes,70,3,1,8,0.200713113,0.5,1,1,Concave,1,1,1,2.38941813,1.32637262,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,109,88,105,6,12,2,2026-09-18T16:36:51.4283258Z,296.14146210385485,296.75217210385489,296.75217890385483,297.14519380385485,0.61071000000004005,0.39301490000002559,0.39301490000002559,BothEyes,70,3,1,8,0.200713113,0.400000006,1,1.199999988079071,Concave,1,1,1,2.35176873,0.99275887,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,110,90,105,1,8,2,2026-09-18T16:36:53.2615774Z,297.9749347038549,298.57778460385481,298.57779210385485,299.07549130385479,0.60284989999991012,0.49769919999994272,0.49769919999994272,BothEyes,70,3,1,8,0.200713113,1.20000005,1,-0.40000009536743164,Convex,1,1,1,2.55075216,1.0890696,1,0,0,valid
pilot_td,checkerboard_pilot,2026-09-18T16:32:40.4209680Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,111,103,105,2,11,2,2026-09-18T16:36:55.1845472Z,299.89744720385482,300.5083526038548,300.50835830385489,301.03150880385482,0.61090539999997873,0.5231504999999288,0.5231504999999288,BothEyes,70,3,1,8,0.200713113,1,1,0,Convex,1,1,1,2.36537814,1.1234293,1,0,0,valid
