participant_id,session_label,session_start_utc,random_seed,mapping_version,sequence_index,total_planned_trials,condition_index,repetition,eye_presentation,angular_diameter_deg,grid_line_spacing_deg,grid_line_spacing_uv,visual_space_l,content_zoom,oomes_endpoint_equivalent,stimulus_duration_s,noise_until_response,response_timeout_s,category_a_key,category_b_key,response_keys_swapped
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,1,15,1,11,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,2,15,1,12,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,3,15,1,2,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,4,15,1,7,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,5,15,1,9,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,6,15,1,15,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,7,15,1,10,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,8,15,1,13,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,9,15,1,3,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,10,15,1,14,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,11,15,1,1,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,12,15,1,8,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,13,15,1,4,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,14,15,1,6,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
pilot_td,checkerboard_pilot,2026-09-20T18:46:16.9410337Z,20260901,visual-space-l-tangent-normalized-cartesian-grid-v2,15,15,1,5,BothEyes,70,8,0.20071311294609337,0.5,1,1,15,1,5,UP,DOWN,0
