participant_id,session_label,session_start_utc,random_seed,mapping_version,presentation_index,sequence_index,total_planned_trials,condition_index,repetition,attempt_number,trial_start_utc,trial_start_unity_s,stimulus_end_unity_s,response_unity_s,stimulus_duration_s,response_time_s,eye_presentation,angular_diameter_deg,aperture_edge_softness_deg,visual_space_l,content_zoom,motion_mode,sweep_direction,sweep_amplitude_deg,sweep_speed_deg_per_s,completed_half_sweeps,min_yaw_deg,max_yaw_deg,dot_seed,dot_count,world_coverage_diameter_deg,carrier_radius_m,response,valid_for_analysis,fixation_sample_valid,fixation_inside_tolerance,fixation_angle_deg,continuous_fixation_s,fixation_valid_sample_fraction,longest_off_target_s,longest_invalid_gaze_s,status
pilot_001,random_dot_l_pilot,2026-09-20T19:40:56.1209277Z,20260901,visual-space-l-directional-content-zoom-v1,1,1,3,1,2,1,2026-09-20T19:40:56.1356133Z,2.8960116022112743,0.002120704648859828,0.002120704648859828,0,0,BothEyes,70,1,1,1,SimulatedYaw,RightFirst,5,5,7,-4.99932098,4.99993134,44041,10161,110,5,None,0,0,0,NaN,0,0,0,0,aborted:ControllerDisabled
